Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Physical_Activity,Parental_Education_Level,Exam_Score,Extracurricular_Activities_No,Extracurricular_Activities_Yes,School_Type_Private,School_Type_Public,Gender_Female,Gender_Male,Internet_Access_No,Internet_Access_Yes,Peer_Influence_Negative,Peer_Influence_Neutral,Peer_Influence_Positive,Distance_from_Home_Far,Distance_from_Home_Moderate,Distance_from_Home_Near,Learning_Disabilities_No,Learning_Disabilities_Yes
22,99,2,0,9,95,2,2,1,1,4,1,71,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1
7,92,1,2,4,51,2,0,0,2,1,1,63,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
26,72,2,1,7,72,1,2,2,1,4,1,65,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
19,94,0,1,7,75,2,2,0,2,5,0,71,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
39,90,0,0,8,92,0,2,2,0,1,1,78,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
34,72,2,0,9,88,1,1,0,2,3,2,73,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0
19,77,1,2,5,90,1,1,1,0,3,0,65,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
19,67,1,2,7,93,0,0,2,2,4,2,66,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
26,64,0,1,8,74,1,3,2,0,2,1,66,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
30,89,2,2,6,89,2,3,0,2,3,2,74,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
10,71,2,1,10,53,1,4,0,2,3,1,62,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0
9,93,0,1,6,72,1,1,2,2,2,0,66,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
16,100,0,0,7,52,2,4,1,2,4,1,71,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
23,63,0,2,5,96,2,2,0,2,2,1,67,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
23,79,0,1,7,98,1,0,2,0,4,0,69,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
26,92,2,0,4,54,2,2,0,2,4,1,72,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
13,92,0,0,7,77,2,2,0,2,4,2,72,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
6,90,2,2,9,66,2,2,2,0,2,1,65,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
25,74,0,0,5,67,0,1,2,2,5,2,71,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
15,78,2,2,5,73,2,0,0,0,1,0,64,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1
8,84,2,1,9,56,1,1,1,2,2,1,61,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
21,99,2,1,9,59,1,1,0,0,2,0,69,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
25,73,1,2,5,79,2,1,1,2,5,1,65,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
19,97,2,1,10,51,0,3,1,0,4,0,69,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0
17,71,2,2,8,80,1,2,0,1,3,1,64,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
19,100,2,1,9,66,0,1,0,2,4,2,69,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1
18,87,2,2,6,92,1,1,1,2,4,1,68,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0
12,79,2,1,9,80,1,1,0,2,2,0,63,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
16,85,1,2,7,85,0,1,2,0,2,1,66,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
22,71,0,2,8,63,2,2,2,0,2,1,66,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
21,65,2,2,6,100,2,3,2,2,4,2,67,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
14,65,2,0,5,72,1,3,1,0,2,1,62,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
19,74,2,0,7,68,2,2,1,0,2,1,66,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
7,91,0,2,7,94,0,3,0,2,3,2,68,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0
21,84,2,2,6,52,2,2,0,0,5,1,68,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
29,64,1,2,9,77,2,0,1,0,2,1,63,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
11,94,0,1,10,61,2,1,2,1,3,0,66,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
22,98,0,2,7,60,2,1,0,2,1,1,72,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
28,87,2,2,6,52,2,4,1,1,3,2,70,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
17,67,0,1,10,71,2,1,2,2,3,1,63,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
16,79,2,2,8,89,2,0,1,0,4,1,65,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
8,86,0,1,8,98,1,1,1,2,1,0,65,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
21,61,0,0,9,81,2,1,2,2,3,2,66,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
32,61,0,2,7,69,0,0,0,2,3,1,68,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
22,65,2,1,7,88,1,2,2,2,4,0,64,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0
20,70,0,2,9,75,1,3,2,2,4,0,66,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
22,77,1,2,8,68,2,3,0,0,4,1,68,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
20,79,1,2,6,59,2,0,1,2,2,1,64,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
15,66,2,2,6,90,1,2,2,2,3,0,62,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
25,87,2,2,6,75,2,0,1,2,2,1,67,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1
21,84,1,0,9,98,2,1,1,2,3,1,67,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
20,72,2,2,9,90,1,1,2,2,2,2,65,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
14,61,1,2,10,71,2,2,1,2,4,1,59,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0
28,63,2,0,6,87,1,0,1,2,2,1,66,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
24,76,0,1,7,73,2,4,2,2,2,1,68,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
17,66,0,2,6,54,2,2,0,1,3,1,63,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1
26,75,2,1,7,76,2,2,2,2,3,0,68,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
17,85,0,1,8,93,1,2,2,0,3,0,68,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0
15,82,2,2,7,93,2,3,1,0,2,1,66,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
23,85,0,2,8,51,1,0,0,1,4,0,68,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
9,94,0,1,6,66,1,0,1,0,3,0,66,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
13,90,2,0,4,99,0,1,0,2,4,0,69,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1
8,82,2,0,5,86,2,0,1,2,3,2,64,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0
19,74,2,2,7,86,0,1,0,2,3,2,68,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0
19,75,2,0,10,88,1,0,1,0,2,1,66,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
18,95,2,2,6,81,2,0,1,2,3,1,68,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1
14,62,2,0,7,79,1,2,2,2,2,1,62,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0
13,100,2,1,8,73,1,1,1,2,3,2,68,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
23,87,2,0,6,72,2,1,1,0,3,0,69,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0
17,87,0,0,6,94,2,2,1,2,3,1,70,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
22,62,0,2,7,70,1,4,1,2,2,0,65,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
15,84,1,2,6,92,2,3,2,2,3,0,68,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
21,79,2,0,4,92,1,0,1,2,2,2,67,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
28,64,1,2,6,89,2,0,1,1,4,0,64,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
18,96,2,1,8,57,2,1,2,2,2,1,67,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
22,82,0,1,9,66,2,1,1,0,3,1,66,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0
19,77,0,1,9,92,2,2,1,2,4,1,67,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
20,63,2,2,6,94,2,2,2,2,3,1,63,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0
18,89,2,2,6,52,2,3,0,0,3,1,69,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
19,88,0,0,6,66,2,3,2,2,2,1,70,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
21,85,0,2,7,93,2,0,0,2,4,1,70,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
14,80,0,2,6,62,2,0,0,2,2,2,65,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
14,77,1,1,7,99,1,2,2,2,2,2,64,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
12,84,2,0,6,74,0,1,2,0,3,0,67,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
10,69,1,2,8,97,2,1,2,2,3,1,61,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0
13,98,2,0,6,71,2,1,1,0,1,0,70,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0
21,84,0,1,6,66,0,2,0,2,4,0,68,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1
15,72,2,2,8,68,0,0,2,2,2,1,64,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
23,78,0,2,8,94,2,1,0,2,2,1,68,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
20,92,2,1,7,67,1,1,2,2,5,1,68,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
24,72,1,2,8,73,1,1,1,2,2,0,65,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
25,87,1,2,10,97,2,4,1,1,3,1,69,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1
14,73,2,0,8,58,2,2,1,0,2,0,63,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
23,92,1,2,10,71,2,1,1,2,3,0,69,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
15,65,0,1,7,56,2,3,0,2,3,1,61,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1
21,91,1,0,9,79,2,2,1,2,3,0,69,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0
12,63,0,2,9,70,1,1,0,1,3,0,62,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
9,61,1,0,7,53,2,0,2,2,2,2,58,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
18,96,2,0,6,92,2,2,2,2,3,1,71,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
19,83,0,1,6,69,2,5,2,2,2,2,69,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
18,74,0,2,8,75,0,1,0,0,3,2,68,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
13,69,2,1,5,70,2,0,2,0,2,0,61,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
18,85,0,2,6,74,2,3,1,2,2,0,67,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
22,80,2,0,9,51,2,2,2,2,3,2,68,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
20,100,2,2,8,91,2,3,1,2,3,1,72,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
21,99,0,1,4,67,2,1,2,2,4,0,71,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0
16,85,2,2,5,86,1,3,2,2,2,1,67,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0
27,78,2,2,10,53,2,3,2,2,4,2,68,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1
13,80,2,2,9,76,2,0,0,2,2,1,64,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
23,87,2,0,6,95,0,3,0,2,0,1,73,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0
27,64,1,2,5,70,2,0,1,0,4,1,65,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
23,73,1,0,5,60,0,1,2,2,2,2,67,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0
19,63,0,2,8,55,1,0,2,2,4,0,63,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0
17,63,2,2,10,93,2,0,1,2,2,2,63,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1
26,68,2,2,10,62,0,4,2,2,2,2,69,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
11,79,0,0,5,99,2,1,0,1,3,1,68,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
14,91,2,2,7,62,2,2,1,0,2,0,68,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
18,79,0,0,6,74,2,3,1,2,4,1,69,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
27,73,0,0,7,73,0,5,0,0,3,1,73,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
22,63,0,0,5,53,0,3,1,0,2,1,66,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
14,82,2,2,6,77,2,3,2,2,3,0,68,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
18,71,2,2,6,84,2,2,2,1,2,2,65,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
16,85,2,2,8,87,0,4,1,2,3,1,67,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0
16,99,2,2,6,76,1,2,2,2,4,0,70,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0
26,64,2,0,6,91,2,1,1,2,4,1,66,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
12,68,2,0,8,88,0,3,1,2,3,2,64,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0
30,79,2,0,9,60,2,1,1,2,3,1,69,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
25,99,1,2,10,70,2,1,2,2,5,0,71,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0
27,91,2,1,8,57,2,0,1,1,4,2,68,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
17,96,0,2,7,57,1,2,2,2,3,0,68,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
19,73,1,2,9,86,0,0,2,0,3,0,66,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
11,100,1,0,9,77,2,2,2,0,3,2,70,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
17,64,2,0,8,80,2,0,0,0,2,2,65,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
23,62,2,1,5,87,2,1,2,2,4,1,63,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
28,94,1,2,9,64,2,0,2,2,3,1,70,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
13,97,1,2,8,70,2,0,0,2,2,2,67,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
18,64,2,2,6,80,2,1,2,2,5,1,63,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1
19,65,0,2,6,55,2,1,1,0,3,2,64,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
12,61,1,2,8,92,2,2,0,2,4,1,60,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
24,64,2,2,4,67,1,0,1,2,1,1,62,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
16,68,2,0,7,83,0,2,1,0,2,1,65,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
19,99,1,1,6,100,2,0,0,1,3,2,69,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
17,87,2,0,6,74,1,1,1,0,3,0,68,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
15,91,2,2,6,61,2,1,2,0,2,1,66,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0
20,91,0,0,5,61,1,4,1,2,2,2,72,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
19,81,2,0,9,53,2,2,0,2,3,1,68,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
18,92,2,2,4,88,2,3,0,2,2,1,69,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
16,84,2,2,7,65,1,1,0,0,3,1,65,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
22,73,0,2,6,59,1,0,1,2,1,1,65,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
30,82,1,2,10,86,1,2,1,0,4,1,70,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
21,81,2,1,7,65,0,1,2,2,2,0,67,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
26,93,0,2,4,80,2,4,1,2,3,0,73,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1
12,99,0,0,8,71,2,2,2,1,2,0,70,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
21,76,2,2,5,67,2,1,0,1,3,1,66,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0
13,91,2,2,8,74,2,1,1,2,1,2,68,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0
11,64,2,2,8,66,2,2,1,2,2,0,61,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
16,91,2,0,9,94,1,0,0,2,3,2,70,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
27,75,2,1,7,54,1,2,2,2,3,2,66,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
26,62,0,2,8,52,2,4,1,2,5,0,67,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
21,75,0,0,7,70,0,1,2,0,3,2,69,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
11,84,2,1,6,59,1,2,2,2,3,1,64,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
19,65,0,2,9,87,1,0,0,0,2,0,65,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
22,97,0,2,5,68,1,7,2,0,5,0,75,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0
21,63,0,2,7,63,2,2,2,2,2,1,63,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
9,97,0,2,6,68,1,5,2,2,3,0,69,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
15,88,2,0,8,61,1,2,2,0,4,1,68,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1
20,73,2,1,6,65,2,2,0,0,2,0,66,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0
23,76,1,2,6,78,1,2,0,2,2,1,66,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
7,90,1,2,7,93,1,4,2,2,3,0,66,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
19,84,2,2,9,69,2,2,2,1,4,0,68,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0
21,87,1,2,6,66,2,1,1,1,2,1,65,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
25,76,2,0,6,89,0,3,1,2,3,0,70,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
24,80,2,0,5,51,2,3,0,1,2,1,68,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
23,100,2,2,6,65,1,1,2,0,2,1,70,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1
15,69,1,2,8,73,2,2,2,2,2,1,61,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
9,77,1,1,7,80,2,3,2,2,3,1,61,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1
18,72,1,0,7,58,1,6,1,2,0,1,64,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
26,91,1,2,10,72,1,4,0,2,3,0,71,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
28,91,0,2,4,78,1,1,2,1,3,1,72,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
24,72,2,0,10,76,0,1,1,2,3,1,66,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0
23,63,2,2,9,79,0,0,1,2,4,1,63,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0
22,60,1,1,7,83,2,3,2,2,1,0,62,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0
19,76,2,2,6,53,2,2,2,2,5,1,66,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
30,100,1,0,7,53,2,2,1,0,3,1,72,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
14,79,0,2,10,93,2,2,2,2,3,0,68,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
30,70,0,1,6,84,0,2,2,2,3,2,70,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
18,96,2,2,7,88,2,1,2,0,3,1,70,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
28,80,2,0,6,96,0,2,1,2,6,1,73,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
12,84,2,0,6,88,0,2,0,0,2,1,67,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0
24,64,2,1,6,85,2,3,2,2,2,2,65,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
16,75,0,1,5,83,2,1,2,0,3,0,65,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
12,98,1,2,7,63,2,0,0,2,3,1,65,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
21,84,2,2,7,98,2,0,2,2,4,0,70,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
26,74,2,1,6,77,2,3,2,2,2,1,66,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
15,85,2,2,4,61,2,0,2,1,1,0,65,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0
11,96,0,0,7,60,2,2,1,2,1,1,68,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
19,71,2,2,7,91,2,3,0,2,1,1,66,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
19,80,1,2,10,63,0,1,2,2,2,0,65,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0
23,98,2,0,7,52,1,2,1,0,4,1,71,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1
26,67,1,2,8,71,2,2,0,2,3,1,65,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0
20,89,1,2,6,91,0,0,2,2,4,0,70,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0
31,85,2,2,9,71,1,0,2,0,2,0,69,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1
21,87,2,2,6,90,0,3,0,2,4,1,71,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
18,74,2,0,8,91,2,0,2,0,2,1,67,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0
18,87,1,1,8,79,0,1,1,0,4,0,82,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0
18,69,2,0,10,85,2,2,0,2,0,0,66,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0
26,77,1,2,6,63,1,1,1,0,4,1,66,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0
23,68,0,2,9,55,2,1,2,2,3,1,65,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
13,60,2,2,9,77,1,2,2,0,5,1,61,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1
21,99,2,0,7,51,0,2,2,1,2,2,72,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
24,77,0,2,10,73,2,3,2,2,3,1,70,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
29,99,2,2,7,55,1,0,2,2,3,1,71,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0
25,66,0,2,7,55,2,4,2,2,2,1,84,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1
25,83,0,0,7,94,1,2,1,0,3,0,72,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
20,68,2,0,5,82,2,1,1,0,3,2,67,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0
22,92,0,1,8,82,2,2,2,2,5,2,72,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0
27,91,1,0,8,70,1,1,2,1,6,1,70,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
12,65,2,0,7,71,2,1,1,0,4,1,62,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
18,96,0,2,10,65,1,3,2,2,2,0,71,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
15,68,1,2,6,72,1,3,0,1,3,1,62,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
22,85,2,2,4,79,1,1,1,1,3,1,68,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0
27,99,0,2,10,59,0,2,1,2,3,1,74,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0
16,95,0,0,9,63,2,0,2,1,3,1,68,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0
6,98,2,1,8,75,2,1,0,2,3,2,64,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
18,74,0,2,6,69,2,0,1,2,4,1,65,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
25,64,2,1,8,91,2,1,1,1,5,0,66,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0
23,68,2,0,5,91,1,5,1,2,1,0,68,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
23,80,2,2,7,67,1,2,1,0,4,1,67,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0
18,92,2,2,6,73,1,1,2,0,5,1,67,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1
12,66,2,0,7,99,1,2,2,1,3,1,63,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
23,86,2,0,8,91,2,2,1,2,1,0,71,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0
15,73,2,0,5,61,1,1,1,0,2,2,63,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0
33,74,2,1,8,64,2,0,2,2,3,1,66,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1
23,86,0,2,7,54,1,2,2,2,2,1,67,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1
17,79,2,0,8,84,2,0,2,2,2,1,66,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
16,92,2,2,7,66,0,2,2,2,4,2,70,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0
